item_number,item_description,product_description,order_quantity,qty_per_carton,cbm_per_carton,fob_unit_price_usd,estimated_landed_price_usd,freight_factor_applied,NOTE_ronix_pricing,vendor,vendor_brand,country,price_type,source_file
8661,"Brushless Impact
Drill 16V","Superpower hammer drill with 3 functions: Drilling, Screwing, and drilling with
hammer
16V-2000mAh
55 N.m maximum torque
20+3 clutch settings
High impact rate of 0～6500/25500 bpm
1.07Kg (with 1pc battery)
Including Battery 2pcs
Charger 1pc",0,5,0.0489,38.46,49.998,1.3,FOB Iran. Landed estimate uses x1.3 multiplier. Update RONIX_FREIGHT_FACTOR for your actual freight + duty rate.,Ronix,Ronix Tools,China,fob,price list -new (1).pdf
8661V,"Brushless Impact
Drill 16V","Superpower hammer drill with 3 functions: Drilling, Screwing, and drilling with
hammer
16V-2000mAh
55 N.m maximum torque
20+3 clutch settings
High impact rate of 0～6500/25500 bpm
1.07Kg (with 1pc battery)
Including Battery 2pcs
Charger 1pc",0,5,0.0489,35.14,45.682,1.3,FOB Iran. Landed estimate uses x1.3 multiplier. Update RONIX_FREIGHT_FACTOR for your actual freight + duty rate.,Ronix,Ronix Tools,China,fob,price list -new (1).pdf
8669,"Brushless Cordless
Impact Drill 16V","battery type:lithium-ion
battery capacity:2000mAh
chuck type:keyless chuck
chuck size:10mm
impact rate:0-30000BPM
no-load speed:0-450RPM/0-2000RPM
max torque:50N.m
max capacity in:wood:25mm / metal:10mm / concrete:8mm
weight:1.08kg(with 1pc battery pack)
includes：2pcs battery packs",0,8,0.0861,39.88,51.844,1.3,FOB Iran. Landed estimate uses x1.3 multiplier. Update RONIX_FREIGHT_FACTOR for your actual freight + duty rate.,Ronix,Ronix Tools,China,fob,price list -new (1).pdf
8670,"Brushless impact drill
13mm","voltage:20V DC
no load speed:0-450/0-2000RPM
impact rate:0-30000BPM
max torque:60N.m
chuck size:13mm
net weight:1.43kg",0,8,0.0853,50.24,65.312,1.3,FOB Iran. Landed estimate uses x1.3 multiplier. Update RONIX_FREIGHT_FACTOR for your actual freight + duty rate.,Ronix,Ronix Tools,China,fob,price list -new (1).pdf
8670C,"Brushless impact drill
13mm","voltage:20V DC
no load speed:0-450/0-2000RPM
impact rate:0-30000BPM
max torque:60N.m
chuck size:13mm
net weight:1.43kg
WITHOUT BATTERY AND CHARGER",0,8,0.0282,21.81,28.353,1.3,FOB Iran. Landed estimate uses x1.3 multiplier. Update RONIX_FREIGHT_FACTOR for your actual freight + duty rate.,Ronix,Ronix Tools,China,fob,price list -new (1).pdf
8671,"Brushless Cordless
Screwdriver 20V","head style:Hex socket
head size:6.35mm
no-load speed:0-3300RPM
max torque:230N.m
includes：3pcs Hex Shank Twist Drill
(3.2mm/4.2mm/5.2mm)
2pcs Heel Block (Spacer)",0,8,0.0854,51.97,67.561,1.3,FOB Iran. Landed estimate uses x1.3 multiplier. Update RONIX_FREIGHT_FACTOR for your actual freight + duty rate.,Ronix,Ronix Tools,China,fob,price list -new (1).pdf
8671C,"Brushless Cordless
Screwdriver 20V","head style:Hex socket
head size:6.35mm
no-load speed:0-3300RPM
max torque:230N.m
includes：3pcs Hex Shank Twist Drill
(3.2mm/4.2mm/5.2mm)
2pcs Heel Block (Spacer)
WITHOUT BATTERY AND CHARGER",0,8,0.0245,23.33,30.329,1.3,FOB Iran. Landed estimate uses x1.3 multiplier. Update RONIX_FREIGHT_FACTOR for your actual freight + duty rate.,Ronix,Ronix Tools,China,fob,price list -new (1).pdf
8672,"Brushless cordless
impact wrench
350N.m 1/2 INCH","Voltage 20V
Battery Capacity 4.0Ah
Max.Torque 350N.m
Weight 1.66kg
No load speed 0-2400RPM",0,6,0.0648,65.79,85.527,1.3,FOB Iran. Landed estimate uses x1.3 multiplier. Update RONIX_FREIGHT_FACTOR for your actual freight + duty rate.,Ronix,Ronix Tools,China,fob,price list -new (1).pdf
8672C,"Brushless cordless
impact wrench
350N.m 1/2 INCH","Voltage 20V
Battery Capacity 4.0Ah
Max.Torque 350N.m
Weight 1.66kg
No load speed 0-2400RPM
WITHOUT BATTERY AND CHARGER",0,8,0.0245,22.48,29.224,1.3,FOB Iran. Landed estimate uses x1.3 multiplier. Update RONIX_FREIGHT_FACTOR for your actual freight + duty rate.,Ronix,Ronix Tools,China,fob,price list -new (1).pdf
8673,"Brushless cordless
impact wrench
500N.m 1/2 INCH","Voltage 20V
Battery Capacity 4.0Ah
Max.Torque 500N.m
Weight 1.8kg
No load speed 0-2500RPM",0,6,0.063,69.56,90.428,1.3,FOB Iran. Landed estimate uses x1.3 multiplier. Update RONIX_FREIGHT_FACTOR for your actual freight + duty rate.,Ronix,Ronix Tools,China,fob,price list -new (1).pdf
8673C,"Brushless cordless
impact wrench
500N.m 1/2 INCH","Voltage 20V
Battery Capacity 4.0Ah
Max.Torque 500N.m
Weight 1.8kg
No load speed 0-2500RPM
WITHOUT BATTERY AND CHARGER",0,8,0.025,26.25,34.125,1.3,FOB Iran. Landed estimate uses x1.3 multiplier. Update RONIX_FREIGHT_FACTOR for your actual freight + duty rate.,Ronix,Ronix Tools,China,fob,price list -new (1).pdf
8675,"Brushless cordless
impact wernch
1000N.m 3/4 & 1/2
INCH(Combination)","Voltage 20V
Battery Capacity 4.0Ah
Max.Torque 1000N.m
Weight 2.96kg
No load speed 0-1800RPM",0,4,0.0792,106.96,139.048,1.3,FOB Iran. Landed estimate uses x1.3 multiplier. Update RONIX_FREIGHT_FACTOR for your actual freight + duty rate.,Ronix,Ronix Tools,China,fob,price list -new (1).pdf
8675C,"Brushless cordless
impact wernch
1000N.m 3/4 & 1/2
INCH(Combination)","Voltage 20V
Battery Capacity 4.0Ah
Max.Torque 1000N.m
Weight 2.96kg
No load speed 0-1800RPM
WITHOUT BATTERY AND CHARGER",0,4,0.0192,61.58,80.054,1.3,FOB Iran. Landed estimate uses x1.3 multiplier. Update RONIX_FREIGHT_FACTOR for your actual freight + duty rate.,Ronix,Ronix Tools,China,fob,price list -new (1).pdf
8678,"Brushless cordless
Rotary hammer 24mm","Voltage 20V
Battery Capacity 4.0Ah
Impact Rate 0-4800BPM
Weight 2.71kg
No load speed 0-1400RPM",0,4,0.0796,87.44,113.672,1.3,FOB Iran. Landed estimate uses x1.3 multiplier. Update RONIX_FREIGHT_FACTOR for your actual freight + duty rate.,Ronix,Ronix Tools,China,fob,price list -new (1).pdf
8678C,"Brushless cordless
Rotary hammer 24mm","Voltage 20V
Battery Capacity 4.0Ah
Impact Rate 0-4800BPM
Weight 2.71kg
No load speed 0-1400RPM
WITHOUT BATTERY AND CHARGER",0,4,0.0304,42.39,55.107,1.3,FOB Iran. Landed estimate uses x1.3 multiplier. Update RONIX_FREIGHT_FACTOR for your actual freight + duty rate.,Ronix,Ronix Tools,China,fob,price list -new (1).pdf
8679,"Brushless cordless
Rotary hammer 30mm","Voltage 20V
Battery Capacity 4.0Ah
Impact Rate 0-5400BPM
Weight 4.26kg
No load speed 0-1000RPM",0,3,0.0588,92.34,120.042,1.3,FOB Iran. Landed estimate uses x1.3 multiplier. Update RONIX_FREIGHT_FACTOR for your actual freight + duty rate.,Ronix,Ronix Tools,China,fob,price list -new (1).pdf
8653,"Brushless Impact
Screw Driver
230Nm","Chuck Size: 6.35mm
Battery Capacity: 2Ah
Battery Voltage: 20V
Torque Rate: 60Nm 120Nm 180Nm 230Nm
Max Torque: 230Nm
No-Load Speed: 1200rpm 1900rpm 2500rpm
3200rpm",0,4,0.0642,52.21,67.873,1.3,FOB Iran. Landed estimate uses x1.3 multiplier. Update RONIX_FREIGHT_FACTOR for your actual freight + duty rate.,Ronix,Ronix Tools,China,fob,price list -new (1).pdf
8653V,"Brushless Impact
Screw Driver
230Nm","Chuck Size: 6.35mm
Battery Capacity: 2Ah
Battery Voltage: 20V
Torque Rate: 60Nm 120Nm 180Nm 230Nm
Max Torque: 230Nm
No-Load Speed: 1200rpm 1900rpm 2500rpm
3200rpm",0,4,0.0642,52.58,68.354,1.3,FOB Iran. Landed estimate uses x1.3 multiplier. Update RONIX_FREIGHT_FACTOR for your actual freight + duty rate.,Ronix,Ronix Tools,China,fob,price list -new (1).pdf
8654,"350Nm Brushless
Impact Wrench","Max torque: 350 N.m
Voltage: 20V
No load speed: 2000~2400rpm
(2 batteries and 1 charger included)",0,4,0.0646,52.04,67.652,1.3,FOB Iran. Landed estimate uses x1.3 multiplier. Update RONIX_FREIGHT_FACTOR for your actual freight + duty rate.,Ronix,Ronix Tools,China,fob,price list -new (1).pdf
8655,"550Nm
Brushless Impact
Wrench","Max torque: 550 N.m
Voltage: 20V
No load speed: 0~2800rpm
(2 batteries and 1 charger included)",0,4,0.0642,83.54,108.602,1.3,FOB Iran. Landed estimate uses x1.3 multiplier. Update RONIX_FREIGHT_FACTOR for your actual freight + duty rate.,Ronix,Ronix Tools,China,fob,price list -new (1).pdf
8668,"Brushless cordless
screwdriver 16V","battery type:lithium-ion
battery capacity:2.0Ah
head style:Hex socket
head size:6.35mm/1/4
no-load speed:0-3200RPM
max torque:150N.m
body material:PA6+GF30
dimensions:117x182x62.7mm
weight:1.06kg(with 1pc battery pack)
includes：2pcs battery packs",0,8,0.0842,45.1,58.63,1.3,FOB Iran. Landed estimate uses x1.3 multiplier. Update RONIX_FREIGHT_FACTOR for your actual freight + duty rate.,Ronix,Ronix Tools,China,fob,price list -new (1).pdf
8613,"Cordless Drill Driver
12V","Voltage: 12V (Max.)
No Load speed: 0~400r/min( L); 0~1500r/min(H)
Chuck capacity: 1~10mm
Battery capacity: 1500Mah
Torque: 26N.m
Max. Capacity in Wood:20mm
Max. Capacity in Metal：10mm
Torque setting: 18+1",0,5,0.0385,24.55,31.915,1.3,FOB Iran. Landed estimate uses x1.3 multiplier. Update RONIX_FREIGHT_FACTOR for your actual freight + duty rate.,Ronix,Ronix Tools,China,fob,price list -new (1).pdf
8615,"Cordless Impact Drill
Driver 16V","Voltage: 16V( Max.)
No load speed: 0~400r/min(L); 0~1500r/min(H)
Battery capacity: 1500Mah
Torque: 32N.m
Max Capacity in Wood:25mm
Max Capacity in Steel：10mm
Max Capacity in Masonry：13mm
Torque setting: 18+1
10mm full steel chuck ,
chuck type: keyless
Impact with shaft lock, two speed.
LED light with instantly stop
Charge current : 1.8A
Working time(no load):50min
Charging time:55min
2x1.5Ah/16V batteries,+1x fast charger(1.8A),BMC
with dual voltage rating from 110V to 240V",0,4,0.0496,33.1,43.03,1.3,FOB Iran. Landed estimate uses x1.3 multiplier. Update RONIX_FREIGHT_FACTOR for your actual freight + duty rate.,Ronix,Ronix Tools,China,fob,price list -new (1).pdf
8620,"Cordless Impact Drill
Driver 20V","Voltage: 20V( Max.)
No load speed: 0~400r/min(L); 0~1500r/min(H)
Battery capacity: 1500Mah
Torque: 35N.m
Max Capacity in Wood:25mm
Max Capacity in Steel:10mm
Max Capacity in Masonry:13mm
Torque setting: 18+1
10mm full steel chuck
chuck type:keyless
Impact with shaft lock, two speed.
LED light with instantly stop
Charge current : 1.8A
Working time(no load):50min
Charging time:55min
1.5Ah/20V Battery x2 +1.8A fast charger x1,BMC
with dual voltage rating from 110V to 240V",0,4,0.0504,35.88,46.644,1.3,FOB Iran. Landed estimate uses x1.3 multiplier. Update RONIX_FREIGHT_FACTOR for your actual freight + duty rate.,Ronix,Ronix Tools,China,fob,price list -new (1).pdf
8620V,"Cordless Impact Drill
Driver 20V","Voltage: 20V( Max.)
No load speed: 0~400r/min(L); 0~1500r/min(H)
Battery capacity: 1500Mah
Torque: 35N.m
Max Capacity in Wood:25mm
Max Capacity in Steel:10mm
Max Capacity in Masonry:13mm
Torque setting: 18+1
10mm full steel chuck
chuck type:keyless
Impact with shaft lock, two speed.
LED light with instantly stop
Charge current : 1.8A
Working time(no load):50min
Charging time:55min
1.5Ah/20V Battery x2 +1.8A fast charger x1,BMC
with dual voltage rating from 110V to 240V",0,4,0.0504,34.79,45.227,1.3,FOB Iran. Landed estimate uses x1.3 multiplier. Update RONIX_FREIGHT_FACTOR for your actual freight + duty rate.,Ronix,Ronix Tools,China,fob,price list -new (1).pdf
8620C,"Cordless Impact Drill
Driver 20V","Voltage: 20V( Max.)
No load speed: 0~400r/min(L); 0~1500r/min(H)
Battery capacity: 1500Mah
Torque: 35N.m
Max Capacity in Wood:25mm
Max Capacity in Steel:10mm
Max Capacity in Masonry:13mm
Torque setting: 18+1
10mm full steel chuck
chuck type:keyless
Impact with shaft lock, two speed.
LED light with instantly stop
Charge current : 1.8A
Working time(no load):50min
Charging time:55min
with dual voltage rating from 110V to 240V
WITHOUR BATTERY AND CHARGER",0,10,0.046,17.45,22.685,1.3,FOB Iran. Landed estimate uses x1.3 multiplier. Update RONIX_FREIGHT_FACTOR for your actual freight + duty rate.,Ronix,Ronix Tools,China,fob,price list -new (1).pdf
8619,"Cordless Nailer Driver
F30, 100PSC","Model 8619
Voltage 18V
Battery chemstry Lithium
Battery capacity 2.0Ah
Nb of Shots/Min 120 shots/min
Maximum Magazine Capacity 100pcs
Max Nail Length 30mm
Gauge 18gauge
Weight 2.5kg (with 1pc battery)
Supplied in BMC
Includes 2pcs battery
1pc charger
1pc Blade
2pcs hex wrench(M3,M4)",0,4,0.0683,57.18,74.334,1.3,FOB Iran. Landed estimate uses x1.3 multiplier. Update RONIX_FREIGHT_FACTOR for your actual freight + duty rate.,Ronix,Ronix Tools,China,fob,price list -new (1).pdf
8619C,"Cordless Nailer Driver
F30, 100PSC","Model 8619
Voltage 18V
Battery chemstry Lithium
Battery capacity 2.0Ah
Nb of Shots/Min 120 shots/min
Maximum Magazine Capacity 100pcs
Max Nail Length 30mm
Gauge 18gauge
Weight 2.5kg (with 1pc battery)
Supplied in BMC
Includes 2pcs battery
1pc charger
1pc Blade
2pcs hex wrench(M3,M4)
WITHOUR BATTERY AND CHARGER",0,8,,41.71,54.223,1.3,FOB Iran. Landed estimate uses x1.3 multiplier. Update RONIX_FREIGHT_FACTOR for your actual freight + duty rate.,Ronix,Ronix Tools,China,fob,price list -new (1).pdf
8625,"Cordless Angle
Impact Wrench 20V","Battery Voltage 20V
Battery Capacity 2.0Ah
Weight 2.18kg
Max. Torque 80N.m
No Load Speed 0-2000rpm",0,8,0.0875,46.61,60.593,1.3,FOB Iran. Landed estimate uses x1.3 multiplier. Update RONIX_FREIGHT_FACTOR for your actual freight + duty rate.,Ronix,Ronix Tools,China,fob,price list -new (1).pdf
8625C,"Cordless Angle
Impact Wrench 20V","Battery Voltage 20V
Battery Capacity 2.0Ah
Weight 2.18kg
Max. Torque 80N.m
No Load Speed 0-2000rpm
WITHOUT BATTERY AND CHARGER",0,8,0.0324,23.13,30.069,1.3,FOB Iran. Landed estimate uses x1.3 multiplier. Update RONIX_FREIGHT_FACTOR for your actual freight + duty rate.,Ronix,Ronix Tools,China,fob,price list -new (1).pdf
8626,Cordless Fan 20V,"Voltage 20V
Battery Capacity 2.0Ah
Blowing Speed 3.567m/s
Speed L:18500RPM M:1460RPM H:1890RPM
Running time 2.8h",0,4,0.1459,31.75,41.275,1.3,FOB Iran. Landed estimate uses x1.3 multiplier. Update RONIX_FREIGHT_FACTOR for your actual freight + duty rate.,Ronix,Ronix Tools,China,fob,price list -new (1).pdf
8626C,Cordless Fan 20V,"Voltage 20V
Battery Capacity 2.0Ah
Blowing Speed 3.567m/s
Speed L:18500RPM M:1460RPM H:1890RPM
Running time 2.8h
WITHOUT BATTERY AND CHARGER",0,4,0.1486,19.53,25.389,1.3,FOB Iran. Landed estimate uses x1.3 multiplier. Update RONIX_FREIGHT_FACTOR for your actual freight + duty rate.,Ronix,Ronix Tools,China,fob,price list -new (1).pdf
8601,"Cordless Impact
Driver 6/25mm","Battery Voltage : 12 V
No load speed : 2000 Rmp
Battery capacity : 1.5Ah
Max torque : 100 N.m
Weight : 1 Kg",0,#N/A,#N/A,,,1.3,FOB Iran. Landed estimate uses x1.3 multiplier. Update RONIX_FREIGHT_FACTOR for your actual freight + duty rate.,Ronix,Ronix Tools,China,fob,price list -new (1).pdf
8600,Cordless Chain Saw,"Max cutting capacity: 6"" (150mm)
Voltage: 20V DC
Battery capacity: 2Ah
Weight: 1.67 Kg
Cutting speed: 4.8m/s
No load speed: 0-400/0-1500RPM
Equipped with safety Switch
Automatic lubricating system",0,2,0.0335,33.88,44.044,1.3,FOB Iran. Landed estimate uses x1.3 multiplier. Update RONIX_FREIGHT_FACTOR for your actual freight + duty rate.,Ronix,Ronix Tools,China,fob,price list -new (1).pdf
8600C,Cordless Chain Saw,"Max cutting capacity: 6"" (150mm)
Voltage: 20V DC
Battery capacity: 2Ah
Weight: 1.67 Kg
Cutting speed: 4.8m/s
No load speed: 0-400/0-1500RPM
Equipped with safety Switch
Automatic lubricating system
WITHOUT BATTERY AND CHARGER",0,2,0.0261,21.98,28.574,1.3,FOB Iran. Landed estimate uses x1.3 multiplier. Update RONIX_FREIGHT_FACTOR for your actual freight + duty rate.,Ronix,Ronix Tools,China,fob,price list -new (1).pdf
8602,"Cordless Pole Chain
Saw","Total length: 265 cm
weight: 3.48 Kg
Pole length: 99cm-148cm
Chain bar length: 200mm",0,4,0.1245,54.72,71.136,1.3,FOB Iran. Landed estimate uses x1.3 multiplier. Update RONIX_FREIGHT_FACTOR for your actual freight + duty rate.,Ronix,Ronix Tools,China,fob,price list -new (1).pdf
8602C,"Cordless Pole Chain
Saw","Maximum Cutting Diameter 200mm
Chain Size 8inch
Chain Bar Length 200mm
Head Angle 3 degree(0° 15° 30°)
Pole Length 99cm-148cm
No-load Speed 2700RPM
Chain speed 5.5m/s
Oil Tank Capacity 95ml
Cuts per Battery Charge
(Cutting diameter 35mm) 120pcs
Total Length 265cm
Weight 2.68Kg
Includes
1pc chain
1pc chain bar
1pc bar cover
1pc Strap
1pc oil bottle",0,4,0.1203,42.89,55.757,1.3,FOB Iran. Landed estimate uses x1.3 multiplier. Update RONIX_FREIGHT_FACTOR for your actual freight + duty rate.,Ronix,Ronix Tools,China,fob,price list -new (1).pdf
8603,"Cordless Electric
Planer","Voltage: 20V
Capacity: 4.0Ah
Weight: 3.1Kg
Cutting depth: 86x2 mm
No load speed: 1500RPM",0,2,0.06,57.37,74.581,1.3,FOB Iran. Landed estimate uses x1.3 multiplier. Update RONIX_FREIGHT_FACTOR for your actual freight + duty rate.,Ronix,Ronix Tools,China,fob,price list -new (1).pdf
8603C,"Cordless Electric
Planer","Voltage: 20V
Capacity: 4.0Ah
Weight: 3.1Kg
Cutting depth: 86x2 mm
No load speed: 1500RPM
WITHOUT BATTERY AND CHARGER",0,2,0.028,25.98,33.774,1.3,FOB Iran. Landed estimate uses x1.3 multiplier. Update RONIX_FREIGHT_FACTOR for your actual freight + duty rate.,Ronix,Ronix Tools,China,fob,price list -new (1).pdf
8604,Cordless Spray Gun,"Battery: 20V, 2Ah
Paint reservior volume: 1200ml
Max flow: 400ml/min
Nozzle: 1mm, 1.8mm, 2.5mm
Weight: 1.1Kg",0,6,0.0971,34.33,44.629,1.3,FOB Iran. Landed estimate uses x1.3 multiplier. Update RONIX_FREIGHT_FACTOR for your actual freight + duty rate.,Ronix,Ronix Tools,China,fob,price list -new (1).pdf
8604C,Cordless Spray Gun,"Battery: 20V, 2Ah
Paint reservior volume: 1200ml
Max flow: 400ml/min
Nozzle: 1mm, 1.8mm, 2.5mm
Weight: 1.1Kg
WITHOUT BATTERY AND CHARGER",0,6,0.0748,22.91,29.783,1.3,FOB Iran. Landed estimate uses x1.3 multiplier. Update RONIX_FREIGHT_FACTOR for your actual freight + duty rate.,Ronix,Ronix Tools,China,fob,price list -new (1).pdf
8605,"Cordless Digital Mini
Air Compressor","Battery: 20V, 2Ah
LED flux: 120Lum
Max air flow: 16L/min
Inflator hose length: 40cm
Max pressure: 10.35Bar/150PSI",0,4,0.032,33.69,43.797,1.3,FOB Iran. Landed estimate uses x1.3 multiplier. Update RONIX_FREIGHT_FACTOR for your actual freight + duty rate.,Ronix,Ronix Tools,China,fob,price list -new (1).pdf
8607,Cordless Spot Light,"20V, 2Ah
Mode: 100%, 50%, 25%
Illumination range: 1200m
Light type: 60 Pcs SMD 30W
Weight: 875g",0,6,0.0449,31.1,40.43,1.3,FOB Iran. Landed estimate uses x1.3 multiplier. Update RONIX_FREIGHT_FACTOR for your actual freight + duty rate.,Ronix,Ronix Tools,China,fob,price list -new (1).pdf
8608,Cordless Jig Saw,"20V, 2Ah
No load speed: 2500RPM
Stroke Height: 25.4mm
Weight: 2.05 Kg
Max saw capacity in wood: 80mm
Max saw capacity in steel: 10mm
Max saw capacity in plastic: 12mm",0,4,0.0615,48.96,63.648,1.3,FOB Iran. Landed estimate uses x1.3 multiplier. Update RONIX_FREIGHT_FACTOR for your actual freight + duty rate.,Ronix,Ronix Tools,China,fob,price list -new (1).pdf
8608C,Cordless Jig Saw,"No-Load Speed 0-2500 RPM
Max. Saw Capacity In Wood 80mm
Max. Saw Capacity In Steel 10mm
Max. Saw Capacity In Plastic 12mm
Number Of Teeth 30
Blade Material Wood blade:HCS
Metal blade:HSS
Cutting Angle 0-45 Degree
Surface Recommendation wood
Body Material PA6+GF30
Weight 2Kg
Accessories
1pc blade for wood;
1pc blade for metal
1pc Dust Extraction Tube
1pc guide ruler",0,5,0.0318,26.44,34.372,1.3,FOB Iran. Landed estimate uses x1.3 multiplier. Update RONIX_FREIGHT_FACTOR for your actual freight + duty rate.,Ronix,Ronix Tools,China,fob,price list -new (1).pdf
8609,Cordless Circular Saw,"20V, 2Ah
No loas speed: 4000RPM
Blade Diameter: 165mm
Max cutting capacity: 55mm
Weight: 2.7Kg",0,2,0.0442,68.3,88.79,1.3,FOB Iran. Landed estimate uses x1.3 multiplier. Update RONIX_FREIGHT_FACTOR for your actual freight + duty rate.,Ronix,Ronix Tools,China,fob,price list -new (1).pdf
8609C,Cordless Circular Saw,"20V, 2Ah
No load speed: 4000RPM
Blade Diameter: 165mm
Max cutting capacity: 55mm
Weight:",0,4,0.0795,31.81,41.353,1.3,FOB Iran. Landed estimate uses x1.3 multiplier. Update RONIX_FREIGHT_FACTOR for your actual freight + duty rate.,Ronix,Ronix Tools,China,fob,price list -new (1).pdf
8610C,"20V cordless orbital
sander 125mm","170×125×150mm
Maximum Rotational Speed 12000 rpm
Total weight 1.25 Kg
Vibration 4.337m/s
Sanding Motion Type Deflection rotary
Net Weight 1.02 Kg
Voltage 20V
No-Load Speed 6000-12000 rpm
Noise 79.1db
Body Material PA6+GF30
Includes 1pc sanding paper 1pc
dust bag
Motor Type Brushed
Power Source Battery",0,8,0.0397,15.18,19.734,1.3,FOB Iran. Landed estimate uses x1.3 multiplier. Update RONIX_FREIGHT_FACTOR for your actual freight + duty rate.,Ronix,Ronix Tools,China,fob,price list -new (1).pdf
8611C,Cordless Blower,"Voltage: DC 20V
No-load Speed: 18000-0r/min
Max.air Volume: 2.8-0 m3/min
Accessory：Blow rubber tube, Dust bag",0,6,0.0773,10.86,14.118,1.3,FOB Iran. Landed estimate uses x1.3 multiplier. Update RONIX_FREIGHT_FACTOR for your actual freight + duty rate.,Ronix,Ronix Tools,China,fob,price list -new (1).pdf
8624C,"20V 3inch cordless
multi-function sander
125mm","Motor type Brushed
Battery type Lithium
Max speed 12000 Rpm
Voltage 20v
Battery capacity 2.0 Ah
Min speed 6000 Rpm
Vibration level 4.170 M/s2
No-load orbites 6000-12000 Opm
Orbital diameter 125 Mm
Pad dimensions 187x90 mm
Includes 3pc sanding papers 1pc
dust bag
Net weight 1.3kg
Supplied in Color box
Total weight 1.8 Kg
Charging time 1 h",0,8,0.0554,23.33,30.329,1.3,FOB Iran. Landed estimate uses x1.3 multiplier. Update RONIX_FREIGHT_FACTOR for your actual freight + duty rate.,Ronix,Ronix Tools,China,fob,price list -new (1).pdf
8611,Cordless Air Blower,"20V, 2Ah
No load speed: 0-18000RPM
Max air volume: 0-2.8m3/min
Weight: 1.6Kg",0,6,0.0763,22.38,29.094,1.3,FOB Iran. Landed estimate uses x1.3 multiplier. Update RONIX_FREIGHT_FACTOR for your actual freight + duty rate.,Ronix,Ronix Tools,China,fob,price list -new (1).pdf
8617,Heat Gun,"Voltage 20V
Capacity 2.0Ah
Weight 0.9Kg
Temperate 50~500
Air flow 50°C, 100L/min
500°C, 200L/min",0,5,0.075,38.99,50.687,1.3,FOB Iran. Landed estimate uses x1.3 multiplier. Update RONIX_FREIGHT_FACTOR for your actual freight + duty rate.,Ronix,Ronix Tools,China,fob,price list -new (1).pdf
8617C,Heat Gun,"Voltage 20V
Capacity 2.0Ah
Weight 0.9Kg
Temperate 50~500
Air flow 50°C, 100L/min
500°C, 200L/min
WITHOUT BATTERY AND CHARGER",0,5,0.0207,16.66,21.658,1.3,FOB Iran. Landed estimate uses x1.3 multiplier. Update RONIX_FREIGHT_FACTOR for your actual freight + duty rate.,Ronix,Ronix Tools,China,fob,price list -new (1).pdf
8621,"20V Cordless
Reciprocating Saw","No-load Speed 0-2900RPM
charging time 60min
Battery Capacity 2.0Ah
Battery Chemistry Lithium
Cutting Depth Wood: 100mm
Metal: 8mm
Supplied in Color box
Includes 2pcs battery
1pc charger
1pc blade for wood
1pc blade for metal",0,4,0.0583,41.28,53.664,1.3,FOB Iran. Landed estimate uses x1.3 multiplier. Update RONIX_FREIGHT_FACTOR for your actual freight + duty rate.,Ronix,Ronix Tools,China,fob,price list -new (1).pdf
8621C,"20V Cordless
Reciprocating Saw","No-load Speed 0-2900RPM
charging time 60min
Battery Capacity 2.0Ah
Battery Chemistry Lithium
Cutting Depth Wood: 100mm
Metal: 8mm
Supplied in Color box",0,6,0.0526,29.72,38.636,1.3,FOB Iran. Landed estimate uses x1.3 multiplier. Update RONIX_FREIGHT_FACTOR for your actual freight + duty rate.,Ronix,Ronix Tools,China,fob,price list -new (1).pdf
8623,cordless leaf blower,"voltage:20V
battery type:Lithium
battery capacity:4.0Ah
motor type:brushless
no loads of speed:0-18500RPM
maximum air flow:13.2m³/min
working time:8-10min
(max speed working time,current＜27A）
charging time:60min
weight:3.8kg(with 1pc battery)
includes：1pc 4.0Ah battery,1pc charger,1pc screwdriver)",0,2,0.0963,,,1.3,FOB Iran. Landed estimate uses x1.3 multiplier. Update RONIX_FREIGHT_FACTOR for your actual freight + duty rate.,Ronix,Ronix Tools,China,fob,price list -new (1).pdf
8623C,cordless leaf blower,"voltage:20V
battery type:Lithium
battery capacity:4.0Ah
motor type:brushless
no loads of speed:0-18500RPM
maximum air flow:13.2m³/min
working time:8-10min
(max speed working time,current＜27A）
charging time:60min
weight:3.8kg(with 1pc battery)
includes：1pc 4.0Ah battery,1pc charger,1pc screwdriver)
WITHOUT BATTERY AND CHARGER",0,2,0.0963,31.75,41.275,1.3,FOB Iran. Landed estimate uses x1.3 multiplier. Update RONIX_FREIGHT_FACTOR for your actual freight + duty rate.,Ronix,Ronix Tools,China,fob,price list -new (1).pdf
8627,Cordless Air Blower,"Voltage 20V
Capacity 4.0Ah
Weight 0.81Kg
Max Air Speed 60 m/s
No-Load Speed 20000RPM",0,4,0.0704,33.57,43.641,1.3,FOB Iran. Landed estimate uses x1.3 multiplier. Update RONIX_FREIGHT_FACTOR for your actual freight + duty rate.,Ronix,Ronix Tools,China,fob,price list -new (1).pdf
8627C,Cordless Air Blower,"Voltage 20V
Capacity 4.0Ah
Weight 0.81Kg
Max Air Speed 60 m/s
No-Load Speed 20000RPM
WITHOUT BATTERY AND CHARGER",0,4,0.0546,15.41,20.033,1.3,FOB Iran. Landed estimate uses x1.3 multiplier. Update RONIX_FREIGHT_FACTOR for your actual freight + duty rate.,Ronix,Ronix Tools,China,fob,price list -new (1).pdf
